-47134.000000 0.000000
159990.239645 121818.121185
-186350.858657 1034495.843569
-209319.452191 -597883.761000
-219211.397055 97459.119546
151595.289107 -812367.212688
28222.957249 5519.084964
169120.811811 -301369.377672
104321.394196 -139589.186677
141738.968938 26911.104222
-105598.963808 -212457.787637
-25813.260100 -117488.140315
-52178.719760 -17060.336287
-33213.586060 -114630.965100
-52003.737604 -39518.291150
13673.906003 -68870.170229
34828.224487 -91517.705743
50312.297193 -68061.456067
33517.961185 -88330.228878
37074.968894 -2269.605289
15538.452106 -52090.003683
-4233.575359 -40876.581606
22104.941240 -47719.746898
15970.615708 -64410.192120
33046.003516 -26183.080288
25281.213849 -49726.505227
23238.084937 -20254.770610
23566.516141 -36062.650950
20013.838629 -28969.731140
24146.753694 -25811.617677
19432.386216 -29056.345591
20161.394183 -24234.434430
19175.000000 -27991.000000
23686.622705 -30622.875428
25899.555641 -22899.400665
29467.562949 -23070.972702
23777.973620 -14968.760755
22797.067723 -13056.696520
16998.439802 -21018.789742
19716.455793 -14251.007706
22778.256630 -26980.879293
24308.937998 -13624.490955
28240.148702 -17994.937973
22728.160329 -12205.708015
24651.326042 -10403.020383
22082.653697 -12523.382027
23533.885684 -6991.307172
22324.861830 -15065.989134
22067.775513 -8219.705743
23560.205556 -11822.572823
23099.405519 -11085.729652
26065.820222 -8184.761522
25353.112934 -8160.084782
25379.002762 -4024.990477
22341.315111 -3369.025703
21584.136301 -5270.734130
20502.345658 -4986.985681
23445.030178 -7192.879263
24084.827896 -6346.976928
26145.004361 -1909.223188
25255.413485 -4030.641863
23712.907418 2929.761797
23863.650886 -2463.567481
21278.468720 1623.489747
23680.000000 -0.000000
21278.468720 -1623.489747
23863.650886 2463.567481
23712.907418 -2929.761797
25255.413485 4030.641863
26145.004361 1909.223188
24084.827896 6346.976928
23445.030178 7192.879263
20502.345658 4986.985681
21584.136301 5270.734130
22341.315111 3369.025703
25379.002762 4024.990477
25353.112934 8160.084782
26065.820222 8184.761522
23099.405519 11085.729652
23560.205556 11822.572823
22067.775513 8219.705743
22324.861830 15065.989134
23533.885684 6991.307172
22082.653697 12523.382027
24651.326042 10403.020383
22728.160329 12205.708015
28240.148702 17994.937973
24308.937998 13624.490955
22778.256630 26980.879293
19716.455793 14251.007706
16998.439802 21018.789742
22797.067723 13056.696520
23777.973620 14968.760755
29467.562949 23070.972702
25899.555641 22899.400665
23686.622705 30622.875428
19175.000000 27991.000000
20161.394183 24234.434430
19432.386216 29056.345591
24146.753694 25811.617677
20013.838629 28969.731140
23566.516141 36062.650950
23238.084937 20254.770610
25281.213849 49726.505227
33046.003516 26183.080288
15970.615708 64410.192120
22104.941240 47719.746898
-4233.575359 40876.581606
15538.452106 52090.003683
37074.968894 2269.605289
33517.961185 88330.228878
50312.297193 68061.456067
34828.224487 91517.705743
13673.906003 68870.170229
-52003.737604 39518.291150
-33213.586060 114630.965100
-52178.719760 17060.336287
-25813.260100 117488.140315
-105598.963808 212457.787637
141738.968938 -26911.104222
104321.394196 139589.186677
169120.811811 301369.377672
28222.957249 -5519.084964
151595.289107 812367.212688
-219211.397055 -97459.119546
-209319.452191 597883.761000
-186350.858657 -1034495.843569
159990.239645 -121818.121185
